epoch,loss
0,0.3554815408872354
1,0.2099592489734364
2,0.1961069973148997
3,0.19583391663744576
4,0.19582660813804098
5,0.19582302140024527
6,0.19581966474702553
7,0.19581632934532647
8,0.19581299645782307
9,0.1958096643510993
10,0.19580633285355575
11,0.1958030019372631
12,0.1957996715875176
13,0.19579634179083827
14,0.19579301253386347
15,0.19578968380324813
16,0.1957863555856549
17,0.1957830278677532
18,0.19577970063621883
19,0.19577637387773367
20,0.1957730475789868
21,0.1957697217266725
22,0.19576639630749193
23,0.19576307130815182
24,0.1957597467153652
25,0.19575642251585085
26,0.19575309869633337
27,0.19574977524354295
28,0.1957464521442157
29,0.1957431293850929
30,0.19573980695292156
31,0.19573648483445405
32,0.19573316301644797
33,0.19572984148566602
34,0.19572652022887618
35,0.1957231992328514
36,0.1957198784843696
37,0.19571655797021356
38,0.19571323767717094
39,0.1957099175920339
40,0.19570659770159943
41,0.1957032779926689
42,0.19569995845204824
43,0.19569663906654766
44,0.1956933198229819
45,0.19569000070816941
46,0.19568668170893325
47,0.19568336281210028
48,0.19568004400450142
49,0.19567672527297134
50,0.1956734066043486
51,0.1956700879854755
52,0.19566676940319783
53,0.19566345084436504
54,0.19566013229583007
55,0.19565681374444913
56,0.1956534951770817
57,0.1956501765805907
58,0.195646857941842
59,0.19564353924770453
60,0.1956402204850503
61,0.19563690164075406
62,0.19563358270169362
63,0.19563026365474917
64,0.19562694448680387
65,0.19562362518474327
66,0.19562030573545555
67,0.19561698612583112
68,0.19561366634276278
69,0.19561034637314562
70,0.1956070262038771
71,0.1956037058218561
72,0.1956003852139843
73,0.19559706436716492
74,0.19559374326830298
75,0.1955904219043054
76,0.19558710026208062
77,0.19558377832853907
78,0.19558045609059213
79,0.19557713353515319
80,0.1955738106491366
81,0.19557048741945826
82,0.19556716383303516
83,0.19556383987678544
84,0.19556051553762824
85,0.19555719080248377
86,0.19555386565827304
87,0.19555054009191797
88,0.1955472140903412
89,0.19554388764046596
90,0.19554056072921608
91,0.19553723334351597
92,0.19553390547029034
93,0.19553057709646443
94,0.19552724820896333
95,0.19552391879471304
96,0.19552058884063894
97,0.19551725833366673
98,0.19551392726072228
99,0.1955105956087309
100,0.1955072633646182
101,0.1955039305153091
102,0.19550059704772832
103,0.19549726294880007
104,0.1954939282054483
105,0.19549059280459602
106,0.1954872567331657
107,0.19548391997807932
108,0.1954805825262576
109,0.19547724436462088
110,0.19547390548008786
111,0.19547056585957692
112,0.1954672254900047
113,0.19546388435828704
114,0.19546054245133837
115,0.19545719975607162
116,0.19545385625939862
117,0.19545051194822932
118,0.19544716680947227
119,0.19544382083003428
120,0.19544047399682068
121,0.1954371262967346
122,0.19543377771667753
123,0.19543042824354884
124,0.1954270778642461
125,0.19542372656566448
126,0.19542037433469714
127,0.19541702115823478
128,0.19541366702316595
129,0.1954103119163768
130,0.19540695582475084
131,0.19540359873516905
132,0.19540024063450973
133,0.19539688150964843
134,0.19539352134745824
135,0.19539016013480875
136,0.19538679785856722
137,0.1953834345055975
138,0.19538007006276056
139,0.19537670451691402
140,0.19537333785491232
141,0.19536997006360657
142,0.19536660112984458
143,0.19536323104047057
144,0.1953598597823253
145,0.19535648734224564
146,0.19535311370706526
147,0.1953497388636136
148,0.19534636279871645
149,0.19534298549919574
150,0.1953396069518693
151,0.19533622714355087
152,0.1953328460610501
153,0.1953294636911724
154,0.19532608002071897
155,0.19532269503648655
156,0.19531930872526762
157,0.19531592107384965
158,0.19531253206901614
159,0.1953091416975457
160,0.195305749946212
161,0.19530235680178418
162,0.19529896225102633
163,0.19529556628069777
164,0.19529216887755255
165,0.19528877002833975
166,0.19528536971980326
167,0.1952819679386817
168,0.19527856467170843
169,0.19527515990561142
170,0.19527175362711305
171,0.19526834582293032
172,0.19526493647977444
173,0.195261525584351
174,0.19525811312335997
175,0.1952546990834954
176,0.1952512834514452
177,0.19524786621389167
178,0.19524444735751084
179,0.1952410268689726
180,0.19523760473494087
181,0.19523418094207304
182,0.19523075547702023
183,0.1952273283264272
184,0.19522389947693225
185,0.1952204689151669
186,0.1952170366277564
187,0.19521360260131895
188,0.19521016682246625
189,0.1952067292778029
190,0.19520328995392677
191,0.19519984883742858
192,0.19519640591489215
193,0.19519296117289403
194,0.1951895145980036
195,0.19518606617678294
196,0.19518261589578692
197,0.19517916374156272
198,0.19517570970065018
199,0.19517225375958167
200,0.19516879590488176
201,0.19516533612306722
202,0.19516187440064736
203,0.1951584107241233
204,0.1951549450799884
205,0.195151477454728
206,0.19514800783481923
207,0.1951445362067314
208,0.19514106255692532
209,0.19513758687185348
210,0.19513410913796037
211,0.19513062934168154
212,0.19512714746944457
213,0.19512366350766802
214,0.19512017744276203
215,0.1951166892611281
216,0.1951131989491587
217,0.19510970649323772
218,0.19510621187973973
219,0.19510271509503085
220,0.19509921612546763
221,0.19509571495739766
222,0.19509221157715947
223,0.19508870597108208
224,0.1950851981254853
225,0.1950816880266795
226,0.19507817566096544
227,0.19507466101463442
228,0.19507114407396808
229,0.19506762482523837
230,0.19506410325470744
231,0.1950605793486275
232,0.19505705309324095
233,0.19505352447478025
234,0.19504999347946783
235,0.19504646009351564
236,0.19504292430312584
237,0.19503938609449004
238,0.19503584545378985
239,0.19503230236719607
240,0.19502875682086906
241,0.19502520880095892
242,0.19502165829360493
243,0.19501810528493568
244,0.19501454976106908
245,0.19501099170811217
246,0.1950074311121608
247,0.1950038679593003
248,0.19500030223560483
249,0.1949967339271372
250,0.19499316301994926
251,0.19498958950008166
252,0.19498601335356341
253,0.19498243456641237
254,0.194978853124635
255,0.19497526901422596
256,0.19497168222116848
257,0.19496809273143423
258,0.19496450053098277
259,0.19496090560576226
260,0.19495730794170874
261,0.19495370752474628
262,0.19495010434078702
263,0.194946498375731
264,0.19494288961546613
265,0.19493927804586783
266,0.19493566365279963
267,0.19493204642211237
268,0.19492842633964466
269,0.19492480339122234
270,0.19492117756265886
271,0.1949175488397551
272,0.19491391720829895
273,0.1949102826540658
274,0.19490664516281794
275,0.19490300472030495
276,0.19489936131226335
277,0.19489571492441637
278,0.19489206554247437
279,0.19488841315213443
280,0.19488475773908034
281,0.19488109928898265
282,0.19487743778749828
283,0.19487377322027086
284,0.19487010557293027
285,0.19486643483109317
286,0.194862760980362
287,0.19485908400632587
288,0.1948554038945599
289,0.19485172063062522
290,0.19484803420006927
